id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	allowed_filetypes	alphasort	answer_width	answer_width_bycolumn	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_input_columns	choice_title	code_filter	commented_checkbox	commented_checkbox_auto	cssclass	date_format	date_max	date_min	display_columns	display_rows	display_type	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	equation	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	input_size	label_input_columns	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	max_subquestions	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	prefix	printable_help	public_statistics	question_template	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_custom_handle	slider_default	slider_default_set	slider_handle	slider_layout	slider_max	slider_middlestart	slider_min	slider_orientation	slider_rating	slider_reset	slider_reversed	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_columns	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown	value_range_allows_missing
35963		SQ		E	1	"e) a organização participa de cursos de desenvolvimento de competências em contratação de bens e serviços de TI"		pt-BR		N	N		0																																																																																																																																				
35964		SQ		F	1	"f) a organização participa em outros cursos de desenvolvimento de competências"		pt-BR		N	N		0																																																																																																																																				
35957		Q	T	q2233raznao	"((431594X1775X35950.NAOK == ""nao""))"	"Explique as razões dessa adoção."		pt-BR		N	N		0																																																																																																																																				
14501	35950	C	1	431594X1775X35950	'==																																																																																																																																												
35958		Q	S	q2233eviextF	"((431594X1775X35956F.NAOK == ""Y""))"	"Informar quais cursos de desenvolvimento de competências"		pt-BR		N	N		0																																																																																																																																				
14502	35956	C	1	+431594X1775X35956F	'==																																																																																																																																												
1744		G	45			"<p style=""font-size:14pt;""><strong>2240. Gerir o desempenho dos gestores</strong></p>"		pt-BR																																																																																																																																									
35388		Q	L	q2241	1	"<p><b>2241. A organização realiza formalmente a avaliação de desempenho individual, com atribuição de nota ou conceito, tendo como critério de avaliação o alcance das metas previstas no plano da unidade.</b></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Área finalística; Avaliação de desempenho; Colaboradores; Gestor."	pt-BR		Y	N		0																																																																																																																																				
35388		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35388		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35388		A	0	admen		"Adota em menor parte"		pt-BR													0																																																																																																																												
35388		A	0	adpar		"Adota parcialmente"		pt-BR													0																																																																																																																												
35388		A	0	admai		" Adota em maior parte ou totalmente."		pt-BR													0																																																																																																																												
35388		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35389		Q	S	q2241evi	"((431594X1744X35388.NAOK == ""admai"" or 431594X1744X35388.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14253	35388	C	1	431594X1744X35388	'==																																																																																																																																												
14254	35388	C	1	431594X1744X35388	'==																																																																																																																																												
35390		Q	L	q2241nsa	"((431594X1744X35388.NAOK == ""naoap""))"	"<strong>Justifique a não aplicabilidade do item:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14255	35388	C	1	431594X1744X35388	'==																																																																																																																																												
35390		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35390		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35390		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35391		Q	S	q2241lei	"((431594X1744X35390.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14256	35390	C	1	431594X1744X35390	'==																																																																																																																																												
35392		Q	S	q2241est	"((431594X1744X35390.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14257	35390	C	1	431594X1744X35390	'==																																																																																																																																												
35393		Q	S	q2241raz	"((431594X1744X35390.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14258	35390	C	1	431594X1744X35390	'==																																																																																																																																												
35394		Q	M	q2241ext	"((431594X1744X35388.NAOK == ""admai"" or 431594X1744X35388.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14323	35388	C	1	431594X1744X35388	'==																																																																																																																																												
14324	35388	C	1	431594X1744X35388	'==																																																																																																																																												
35597		SQ		A	1	"a) há normativo que trata da avaliação de desempenho dos colaboradores e gestores"		pt-BR		N	N		0																																																																																																																																				
35598		SQ		B	1	"b) a avaliação abrange o desempenho de todos os gestores da área finalística"		pt-BR		N	N		0																																																																																																																																				
35599		SQ		C	1	"c) a avaliação abrange o desempenho de todos os gestores da área administrativa"		pt-BR		N	N		0																																																																																																																																				
35600		SQ		D	1	" d) a avaliação abrange o desempenho de todos os colaboradores da área finalística"		pt-BR		N	N		0																																																																																																																																				
35601		SQ		E	1	"e) a avaliação abrange o desempenho de todos os colaboradores da área administrativa"		pt-BR		N	N		0																																																																																																																																				
1762		G	46			"<p style=""font-size:14pt;""><strong>2250. Estrutura do corpo técnico</strong></p>"		pt-BR																																																																																																																																									
35527		Q	L	q2251	1	"<p><b>2251. </b><strong>A organização possui em sua estrutura cargos específicos para tecnologia da informação.</strong></p>"		pt-BR		Y	N		0																																																																																																																																				
35527		A	0	sim		Sim		pt-BR													0																																																																																																																												
35527		A	0	nao		Não		pt-BR													0																																																																																																																												
35528		Q	|	q2251evi	"((431594X1762X35527.NAOK == ""sim""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		N	N		0	"pdf, zip, doc"																																																													1																																																																						
14457	35527	C	1	431594X1762X35527	'==																																																																																																																																												
35519		Q	L	q2252	1	"<p><b>2252. </b><strong>A organização possui plano de cargos formalizado contendo cargos específicos de TI.</strong></p>"		pt-BR		Y	N		0																																																																																																																																				
35519		A	0	naoad		"Não adota."		pt-BR													0																																																																																																																												
35519		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo."		pt-BR													0																																																																																																																												
35519		A	0	admen		"Adota em menor parte."		pt-BR													0																																																																																																																												
35519		A	0	adpar		"Adota parcialmente."		pt-BR													0																																																																																																																												
35519		A	0	admai		" Adota em maior parte ou totalmente."		pt-BR													0																																																																																																																												
35519		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35520		Q	|	q2252evi	"((431594X1762X35519.NAOK == ""admai"" or 431594X1762X35519.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		N	N		0	"pdf, zip, doc"																																																													1																																																																						
14449	35519	C	1	431594X1762X35519	'==																																																																																																																																												
14450	35519	C	1	431594X1762X35519	'==																																																																																																																																												
35521		Q	L	q2252nsa	"((431594X1762X35519.NAOK == ""naoap""))"	"<strong>Justifique a não aplicabilidade do item:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14448	35519	C	1	431594X1762X35519	'==																																																																																																																																												
35521		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35521		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35521		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35522		Q	S	q2252lei	"((431594X1762X35521.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14451	35521	C	1	431594X1762X35521	'==																																																																																																																																												
35523		Q	S	q2252est	"((431594X1762X35521.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14452	35521	C	1	431594X1762X35521	'==																																																																																																																																												
35524		Q	S	q2252raz	"((431594X1762X35521.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14453	35521	C	1	431594X1762X35521	'==																																																																																																																																												
35525		Q	M	q2252ext	"((431594X1762X35519.NAOK == ""admai"" or 431594X1762X35519.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14454	35519	C	1	431594X1762X35519	'==																																																																																																																																												
14455	35519	C	1	431594X1762X35519	'==																																																																																																																																												
35803		SQ		A	1	"a) o plano de cargos vigente permite progressão funcional dos colaboradores"		pt-BR		N	N		0																																																																																																																																				
35804		SQ		B	1	"b) o plano de cargos vigente estimula a capacitação dos colaboradores"		pt-BR		N	N		0																																																																																																																																				
35805		SQ		C	1	"c) o plano de cargos vigente prevê parcela remuneratória vinculada ao desempenho do colaborador"		pt-BR		N	N		0																																																																																																																																				
1745		G	47			"<p style=""font-size:16pt;""><strong>2300. Gestão de Contratações de Tecnologia da Informação</strong></p><p style=""font-size:14pt;""><strong>2310. Gerir riscos em contratações</strong></p>"		pt-BR																																																																																																																																									
35395		Q	L	q2311	1	"<p><b>2311. As equipes de planejamento das contratações analisam os riscos que possam comprometer a efetividade das etapas de Planejamento da Contratação, Seleção do Fornecedor e Gestão Contratual ou que impeçam ou dificultem o atendimento da necessidade que originou a contratação.</b></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Análise de riscos; Avaliação de riscos; Efetividade; Gestão de riscos; Gestão de riscos das contratações; Identificação de riscos; Tratamento de risco."	pt-BR		Y	N		0																																																																																																																																				
35395		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35395		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35395		A	0	admen		"Adota em menor parte"		pt-BR													0																																																																																																																												
35395		A	0	adpar		"Adota parcialmente"		pt-BR													0																																																																																																																												
35395		A	0	admai		" Adota em maior parte ou totalmente."		pt-BR													0																																																																																																																												
35395		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35396		Q	S	q2311evi	"((431594X1745X35395.NAOK == ""admai"" or 431594X1745X35395.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14259	35395	C	1	431594X1745X35395	'==																																																																																																																																												
14260	35395	C	1	431594X1745X35395	'==																																																																																																																																												
35397		Q	L	q2311nsa	"((431594X1745X35395.NAOK == ""naoap""))"	"<strong>Justifique a não aplicabilidade do item:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14261	35395	C	1	431594X1745X35395	'==																																																																																																																																												
35397		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35397		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35397		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35398		Q	S	q2311lei	"((431594X1745X35397.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14262	35397	C	1	431594X1745X35397	'==																																																																																																																																												
35399		Q	S	q2311est	"((431594X1745X35397.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14263	35397	C	1	431594X1745X35397	'==																																																																																																																																												
35400		Q	S	q2311raz	"((431594X1745X35397.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14264	35397	C	1	431594X1745X35397	'==																																																																																																																																												
35401		Q	M	q2311ext	"((431594X1745X35395.NAOK == ""admai"" or 431594X1745X35395.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14329	35395	C	1	431594X1745X35395	'==																																																																																																																																												
14330	35395	C	1	431594X1745X35395	'==																																																																																																																																												
35602		SQ		A	1	"a) a gestão de riscos contempla a identificação, análise e avaliação de riscos"		pt-BR		N	N		0																																																																																																																																				
35603		SQ		B	1	"b) a gestão de riscos contempla o tratamento dos riscos identificados"		pt-BR		N	N		0																																																																																																																																				
35604		SQ		C	1	"c) a gestão de riscos contempla a definição de responsáveis pelas ações de tratamento dos riscos"		pt-BR		N	N		0																																																																																																																																				
35605		SQ		D	1	"d) a gestão de riscos é realizada em cada uma das contratações"		pt-BR		N	N		0																																																																																																																																				
35606		SQ		E	1	"e) a gestão de riscos é realizada em cada uma das contratações de serviços prestados de forma contínua"		pt-BR		N	N		0																																																																																																																																				
35607		SQ		F	1	"f) as equipes de planejamento das contratações são selecionadas de modo que pelo menos um dos seus integrantes possua capacitação em gestão de riscos"		pt-BR		N	N		0																																																																																																																																				
35608		SQ		G	1	" g) as equipes de planejamento das contratações são selecionadas de modo que todos os seus integrantes possuam capacitação em gestão de riscos"		pt-BR		N	N		0																																																																																																																																				
1746		G	48			"<p style=""font-size:14pt;""><strong>2320. Contratar e gerir com base em desempenho</strong></p>"		pt-BR																																																																																																																																									
35402		Q	L	q2321	1	"<p><b>2321. A organização adota métricas objetivas para mensuração de resultados do contrato e vinculação da remuneração da contratada ao desempenho apresentado.</b></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Contratar com base em desempenho; Gerir com base em desempenho; TI (Tecnologia da Informação)."	pt-BR		Y	N		0																																																																																																																																				
35402		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35402		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35402		A	0	admen		"Adota em menor parte"		pt-BR													0																																																																																																																												
35402		A	0	adpar		"Adota parcialmente"		pt-BR													0																																																																																																																												
35402		A	0	admai		" Adota em maior parte ou totalmente."		pt-BR													0																																																																																																																												
35402		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35403		Q	S	q2321evi	"((431594X1746X35402.NAOK == ""admai"" or 431594X1746X35402.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14265	35402	C	1	431594X1746X35402	'==																																																																																																																																												
14266	35402	C	1	431594X1746X35402	'==																																																																																																																																												
35404		Q	L	q2321nsa	"((431594X1746X35402.NAOK == ""naoap""))"	"<strong>Justifique a não aplicabilidade do item:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14267	35402	C	1	431594X1746X35402	'==																																																																																																																																												
35404		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35404		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35404		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35405		Q	S	q2321lei	"((431594X1746X35404.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14268	35404	C	1	431594X1746X35404	'==																																																																																																																																												
35406		Q	S	q2321est	"((431594X1746X35404.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14269	35404	C	1	431594X1746X35404	'==																																																																																																																																												
35407		Q	S	q2321raz	"((431594X1746X35404.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14270	35404	C	1	431594X1746X35404	'==																																																																																																																																												
35408		Q	M	q2321ext	"((431594X1746X35402.NAOK == ""admai"" or 431594X1746X35402.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14331	35402	C	1	431594X1746X35402	'==																																																																																																																																												
14332	35402	C	1	431594X1746X35402	'==																																																																																																																																												
35609		SQ		A	1	"a) a organização atende ao caput para contratos de prestação de serviços de tecnologia da informação"		pt-BR		N	N		0																																																																																																																																				
35610		SQ		B	1	"b) a organização atende ao caput para contratos de serviços prestados de forma contínua"		pt-BR		N	N		0																																																																																																																																				
35611		SQ		C	1	"c) a organização atende ao caput para contratos de outros serviços"		pt-BR		N	N		0																																																																																																																																				
1747		G	49					pt-BR																																																																																																																																									
35409		Q	L	q2322	1	"<p><b>2322. Como condição para as prorrogações contratuais, a organização avalia se a necessidade que motivou a contratação ainda existe e se a solução escolhida ainda é a mais vantajosa para suprir essa necessidade.</b></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Organização; Contratar com base em desempenho; Gerir com base em desempenho."	pt-BR		Y	N		0																																																																																																																																				
35409		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35409		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35409		A	0	admen		"Adota em menor parte"		pt-BR													0																																																																																																																												
35409		A	0	adpar		"Adota parcialmente"		pt-BR													0																																																																																																																												
35409		A	0	admai		" Adota em maior parte ou totalmente."		pt-BR													0																																																																																																																												
35409		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35410		Q	S	q2322evi	"((431594X1747X35409.NAOK == ""admai"" or 431594X1747X35409.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14271	35409	C	1	431594X1747X35409	'==																																																																																																																																												
14272	35409	C	1	431594X1747X35409	'==																																																																																																																																												
35411		Q	L	q2322nsa	"((431594X1747X35409.NAOK == ""naoap""))"	"<strong>Justifique a não aplicabilidade do item:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14273	35409	C	1	431594X1747X35409	'==																																																																																																																																												
35411		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35411		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35411		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35412		Q	S	q2322lei	"((431594X1747X35411.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14274	35411	C	1	431594X1747X35411	'==																																																																																																																																												
35413		Q	S	q2322est	"((431594X1747X35411.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14275	35411	C	1	431594X1747X35411	'==																																																																																																																																												
35414		Q	S	q2322raz	"((431594X1747X35411.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14276	35411	C	1	431594X1747X35411	'==																																																																																																																																												
35415		Q	M	q2322ext	"((431594X1747X35409.NAOK == ""admai"" or 431594X1747X35409.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14333	35409	C	1	431594X1747X35409	'==																																																																																																																																												
14334	35409	C	1	431594X1747X35409	'==																																																																																																																																												
35612		SQ		A	1	"a) a organização realiza esse tipo de análise para contratos de serviços de tecnologia da informação"		pt-BR		N	N		0																																																																																																																																				
35613		SQ		B	1	"b) a organização realiza esse tipo de análise para contratos de serviços prestados de forma contínua"		pt-BR		N	N		0																																																																																																																																				
35656		SQ		C	1	"c) a organização realiza esse tipo de análise para contratos dos demais serviços"		pt-BR		N	N		0																																																																																																																																				
1753		G	50			"<p style=""font-size:14pt;""><strong>2330. Realizar planejamento das contratações</strong></p>"		pt-BR																																																																																																																																									
35448		Q	L	q2331	1	"<p><b>2331. </b><strong>A organização executa processo de planejamento das contratações.</strong></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Dirigente máximo; Plano de Contratações."	pt-BR		Y	N		0																																																																																																																																				
35448		A	0	naoad		"Não adota."		pt-BR													0																																																																																																																												
35448		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo."		pt-BR													0																																																																																																																												
35448		A	0	admen		"Adota em menor parte."		pt-BR													0																																																																																																																												
35448		A	0	adpar		"Adota parcialmente."		pt-BR													0																																																																																																																												
35448		A	0	admai		" Adota em maior parte ou totalmente."		pt-BR													0																																																																																																																												
35448		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35449		Q	|	q2331evi	"((431594X1753X35448.NAOK == ""admai"" or 431594X1753X35448.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		N	N		0	"pdf, zip, doc"																																																													1																																																																						
14336	35448	C	1	431594X1753X35448	'==																																																																																																																																												
14337	35448	C	1	431594X1753X35448	'==																																																																																																																																												
35450		Q	L	q2331nsa	"((431594X1753X35448.NAOK == ""naoap""))"	"<strong>Justifique a não aplicabilidade do item:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14335	35448	C	1	431594X1753X35448	'==																																																																																																																																												
35450		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35450		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35450		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35451		Q	S	q2331lei	"((431594X1753X35450.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14338	35450	C	1	431594X1753X35450	'==																																																																																																																																												
35452		Q	S	q2331est	"((431594X1753X35450.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14339	35450	C	1	431594X1753X35450	'==																																																																																																																																												
35453		Q	S	q2331raz	"((431594X1753X35450.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14340	35450	C	1	431594X1753X35450	'==																																																																																																																																												
35454		Q	M	q2331ext	"((431594X1753X35448.NAOK == ""admai"" or 431594X1753X35448.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14341	35448	C	1	431594X1753X35448	'==																																																																																																																																												
14342	35448	C	1	431594X1753X35448	'==																																																																																																																																												
35657		SQ		A	1	"a) a organização aprova um plano de contratações (ou documento similar) para o período mínimo de um ano"		pt-BR		N	N		0																																																																																																																																				
35658		SQ		B	1	" b) os setores relevantes da organização participam da elaboração do plano de contratações"		pt-BR		N	N		0																																																																																																																																				
35659		SQ		C	1	"c) cada item do plano de contratações, incluindo suas atualizações, está associado a um projeto ou a um processo alinhado à estratégia da organização"		pt-BR		N	N		0																																																																																																																																				
35660		SQ		D	1	"d) o plano de contratações é aprovado pelo dirigente máximo (refere-se ao dirigente da organização que ora responde ao questionário)"		pt-BR		N	N		0																																																																																																																																				
35661		SQ		E	1	"e) a organização divulga o plano de contratações na Internet."		pt-BR		N	N		0																																																																																																																																				
35455		Q	S	q2331eviE	"((431594X1753X35454E.NAOK == ""Y""))"	"Informar a localização (URL) do Plano de Contratações:"		pt-BR		Y	N		0																																																																																																																																				
